uid,text,label,metadata__gold,metadata__sentence_id,metadata__pre_sentence,metadata__post_sentence
1170005471,"Work with other countries to establish new sources of development financing, including bringing forward urgent proposals for a financial transaction tax and a cap-and-trade system for carbon emissions from aviation and shipping.",1,FALSE,1170005471,"Liberal Democrats will:  Increase the UK's aid budget to reach the UN target of 0.7 per cent of GNI by 2013 and enshrine that target in law. We will hold the G8 to its Gleneagles pledges on aid, including on the 0.7 per cent target.",Support reform of the global financial institutions such as the World Bank and IMF. Ban banks from facilitating the transfer of funds obtained by corruption.
1170005481,Support reform of the global financial institutions such as the World Bank and IMF.,1,FALSE,1170005481,"We will hold the G8 to its Gleneagles pledges on aid, including on the 0.7 per cent target. Work with other countries to establish new sources of development financing, including bringing forward urgent proposals for a financial transaction tax and a cap-and-trade system for carbon emissions from aviation and shipping.",Ban banks from facilitating the transfer of funds obtained by corruption. We will crack down on tax havens which allow individuals and corporations to avoid paying taxes to developing countries.
1170005501,We will crack down on tax havens which allow individuals and corporations to avoid paying taxes to developing countries.,2,FALSE,1170005501,Support reform of the global financial institutions such as the World Bank and IMF. Ban banks from facilitating the transfer of funds obtained by corruption.,Ensure that the developing world is prepared to deal with the consequences of a changing climate. We will ensure that adaptation and mitigation measures are financed by industrialised nations on top of existing aid commitments.
1170005511,Ensure that the developing world is prepared to deal with the consequences of a changing climate.,1,FALSE,1170005511,Ban banks from facilitating the transfer of funds obtained by corruption. We will crack down on tax havens which allow individuals and corporations to avoid paying taxes to developing countries.,"We will ensure that adaptation and mitigation measures are financed by industrialised nations on top of existing aid commitments. Prioritise health and education programmes which aim to promote gender equality, reduce maternal and infant mortality, and restrict the spread of major diseases like HIV/AIDS, TB and malaria."
1170005521,We will ensure that adaptation and mitigation measures are financed by industrialised nations on top of existing aid commitments.,1,FALSE,1170005521,We will crack down on tax havens which allow individuals and corporations to avoid paying taxes to developing countries. Ensure that the developing world is prepared to deal with the consequences of a changing climate.,"Prioritise health and education programmes which aim to promote gender equality, reduce maternal and infant mortality, and restrict the spread of major diseases like HIV/AIDS, TB and malaria. We will focus effort on supplying basic needs like clean water."
1170005531,"Prioritise health and education programmes which aim to promote gender equality, reduce maternal and infant mortality, and restrict the spread of major diseases like HIV/AIDS, TB and malaria.",1,FALSE,1170005531,Ensure that the developing world is prepared to deal with the consequences of a changing climate. We will ensure that adaptation and mitigation measures are financed by industrialised nations on top of existing aid commitments.,We will focus effort on supplying basic needs like clean water. Support a global fund for social protection to help developing countries build viable welfare systems.
1170005541,We will focus effort on supplying basic needs like clean water.,1,FALSE,1170005541,"We will ensure that adaptation and mitigation measures are financed by industrialised nations on top of existing aid commitments. Prioritise health and education programmes which aim to promote gender equality, reduce maternal and infant mortality, and restrict the spread of major diseases like HIV/AIDS, TB and malaria.",Support a global fund for social protection to help developing countries build viable welfare systems. Push for a renewed international effort on debt and support 100 per cent cancellation of the unpayable debts of the world's poorest countries.
1170005551,Support a global fund for social protection to help developing countries build viable welfare systems.,1,FALSE,1170005551,"Prioritise health and education programmes which aim to promote gender equality, reduce maternal and infant mortality, and restrict the spread of major diseases like HIV/AIDS, TB and malaria. We will focus effort on supplying basic needs like clean water.",Push for a renewed international effort on debt and support 100 per cent cancellation of the unpayable debts of the world's poorest countries. We will also take measures against 'vulture funds' and lobby for similar action at international level.
1170005561,Push for a renewed international effort on debt and support 100 per cent cancellation of the unpayable debts of the world's poorest countries.,1,FALSE,1170005561,We will focus effort on supplying basic needs like clean water. Support a global fund for social protection to help developing countries build viable welfare systems.,We will also take measures against 'vulture funds' and lobby for similar action at international level. Equipping Britain's armed forces for the 21st century. Modern armed forces face a series of complex challenges.
1170005571,We will also take measures against 'vulture funds' and lobby for similar action at international level.,1,FALSE,1170005571,Support a global fund for social protection to help developing countries build viable welfare systems. Push for a renewed international effort on debt and support 100 per cent cancellation of the unpayable debts of the world's poorest countries.,"Equipping Britain's armed forces for the 21st century. Modern armed forces face a series of complex challenges. Alongside fighting conventional wars, they seek to protect us from the threats of terrorism, maintain the peace, undertake conflict prevention and help facilitate development in poorer nations."
1170005581,Equipping Britain's armed forces for the 21st century. Modern armed forces face a series of complex challenges.,1,FALSE,1170005581,Push for a renewed international effort on debt and support 100 per cent cancellation of the unpayable debts of the world's poorest countries. We will also take measures against 'vulture funds' and lobby for similar action at international level.,"Alongside fighting conventional wars, they seek to protect us from the threats of terrorism, maintain the peace, undertake conflict prevention and help facilitate development in poorer nations. The world has changed enormously since the end of the Cold War."
1170005591,"Alongside fighting conventional wars, they seek to protect us from the threats of terrorism, maintain the peace, undertake conflict prevention and help facilitate development in poorer nations.",3,FALSE,1170005591,We will also take measures against 'vulture funds' and lobby for similar action at international level. Equipping Britain's armed forces for the 21st century. Modern armed forces face a series of complex challenges.,The world has changed enormously since the end of the Cold War. New threats are emerging and yet Britain's armed forces remain largely equipped to fight the old ones.
1170005601,The world has changed enormously since the end of the Cold War.,1,FALSE,1170005601,"Equipping Britain's armed forces for the 21st century. Modern armed forces face a series of complex challenges. Alongside fighting conventional wars, they seek to protect us from the threats of terrorism, maintain the peace, undertake conflict prevention and help facilitate development in poorer nations.","New threats are emerging and yet Britain's armed forces remain largely equipped to fight the old ones. The Iraq War, and allegations over British complicity in torture and in secret 'rendition' flights of terrorist suspects, highlight the dangers of a subservient relationship with the United States that neglects Britain's core values and interests."
1170005611,New threats are emerging and yet Britain's armed forces remain largely equipped to fight the old ones.,1,FALSE,1170005611,"Alongside fighting conventional wars, they seek to protect us from the threats of terrorism, maintain the peace, undertake conflict prevention and help facilitate development in poorer nations. The world has changed enormously since the end of the Cold War.","The Iraq War, and allegations over British complicity in torture and in secret 'rendition' flights of terrorist suspects, highlight the dangers of a subservient relationship with the United States that neglects Britain's core values and interests. The threats of tomorrow are likely to be driven by failed states, mass migration, climate change and regional instability."
1170005621,"The Iraq War, and allegations over British complicity in torture and in secret 'rendition' flights of terrorist suspects, highlight the dangers of a subservient relationship with the United States that neglects Britain's core values and interests.",1,FALSE,1170005621,The world has changed enormously since the end of the Cold War. New threats are emerging and yet Britain's armed forces remain largely equipped to fight the old ones.,"The threats of tomorrow are likely to be driven by failed states, mass migration, climate change and regional instability. So we will ensure that taxpayers' money is spent more effectively on equipping the forces for the tasks of the future, not old Cold War threats."
1170005631,"The threats of tomorrow are likely to be driven by failed states, mass migration, climate change and regional instability.",1,FALSE,1170005631,"New threats are emerging and yet Britain's armed forces remain largely equipped to fight the old ones. The Iraq War, and allegations over British complicity in torture and in secret 'rendition' flights of terrorist suspects, highlight the dangers of a subservient relationship with the United States that neglects Britain's core values and interests.","So we will ensure that taxpayers' money is spent more effectively on equipping the forces for the tasks of the future, not old Cold War threats. We will:  Hold an immediate Strategic Security and Defence Review (SSDR) to ensure that Britain deploys its resources to face the most serious threats to its citizens' security and well-being, including non-military challenges such as climate change."
1170005641,"So we will ensure that taxpayers' money is spent more effectively on equipping the forces for the tasks of the future, not old Cold War threats.",2,FALSE,1170005641,"The Iraq War, and allegations over British complicity in torture and in secret 'rendition' flights of terrorist suspects, highlight the dangers of a subservient relationship with the United States that neglects Britain's core values and interests. The threats of tomorrow are likely to be driven by failed states, mass migration, climate change and regional instability.","We will:  Hold an immediate Strategic Security and Defence Review (SSDR) to ensure that Britain deploys its resources to face the most serious threats to its citizens' security and well-being, including non-military challenges such as climate change. With strong Treasury involvement, review all major defence procurement projects through the SSDR to ensure money is being spent effectively."
1170005651,"We will:  Hold an immediate Strategic Security and Defence Review (SSDR) to ensure that Britain deploys its resources to face the most serious threats to its citizens' security and well-being, including non-military challenges such as climate change.",1,FALSE,1170005651,"The threats of tomorrow are likely to be driven by failed states, mass migration, climate change and regional instability. So we will ensure that taxpayers' money is spent more effectively on equipping the forces for the tasks of the future, not old Cold War threats.","With strong Treasury involvement, review all major defence procurement projects through the SSDR to ensure money is being spent effectively. We will not purchase tranche 3B of the Eurofighter."
1170005661,"With strong Treasury involvement, review all major defence procurement projects through the SSDR to ensure money is being spent effectively.",2,FALSE,1170005661,"So we will ensure that taxpayers' money is spent more effectively on equipping the forces for the tasks of the future, not old Cold War threats. We will:  Hold an immediate Strategic Security and Defence Review (SSDR) to ensure that Britain deploys its resources to face the most serious threats to its citizens' security and well-being, including non-military challenges such as climate change.",We will not purchase tranche 3B of the Eurofighter. Rule out the like-for-like replacement of the Trident nuclear weapons system.
1170005671,We will not purchase tranche 3B of the Eurofighter.,1,FALSE,1170005671,"We will:  Hold an immediate Strategic Security and Defence Review (SSDR) to ensure that Britain deploys its resources to face the most serious threats to its citizens' security and well-being, including non-military challenges such as climate change. With strong Treasury involvement, review all major defence procurement projects through the SSDR to ensure money is being spent effectively.","Rule out the like-for-like replacement of the Trident nuclear weapons system. At a cost of £100 billion over a lifetime it is unaffordable, and Britain's security would be better served by alternatives."
1170005681,Rule out the like-for-like replacement of the Trident nuclear weapons system.,1,FALSE,1170005681,"With strong Treasury involvement, review all major defence procurement projects through the SSDR to ensure money is being spent effectively. We will not purchase tranche 3B of the Eurofighter.","At a cost of £100 billion over a lifetime it is unaffordable, and Britain's security would be better served by alternatives. We support multilateral nuclear disarmament and will ensure that the UK plays a proactive role in the arms reduction talks starting later this year."
1170005701,We support multilateral nuclear disarmament and will ensure that the UK plays a proactive role in the arms reduction talks starting later this year.,1,FALSE,1170005701,"Rule out the like-for-like replacement of the Trident nuclear weapons system. At a cost of £100 billion over a lifetime it is unaffordable, and Britain's security would be better served by alternatives.",Reinvigorate Franco-British and wider European defence co-operation to ensure procurement costs are kept low. A fair deal for our service personnel. The brave men and women of Britain's armed forces are the most precious military asset we have.
1170005721,A fair deal for our service personnel. The brave men and women of Britain's armed forces are the most precious military asset we have.,1,FALSE,1170005721,We support multilateral nuclear disarmament and will ensure that the UK plays a proactive role in the arms reduction talks starting later this year. Reinvigorate Franco-British and wider European defence co-operation to ensure procurement costs are kept low.,"They must be treated fairly, with pay and conditions that reflect their outstanding commitment to this country, and properly valued and supported after they leave the services. Liberal Democrats will put the forces' welfare first."
1170005741,Liberal Democrats will put the forces' welfare first.,1,FALSE,1170005741,"A fair deal for our service personnel. The brave men and women of Britain's armed forces are the most precious military asset we have. They must be treated fairly, with pay and conditions that reflect their outstanding commitment to this country, and properly valued and supported after they leave the services.",We will:  Give a pay rise to the lower ranks so that their pay is brought into line with the starting salary of their emergency services counterparts. Double the rate of modernisation of forces' family homes to ensure they are fit for heroes.
1170005761,Double the rate of modernisation of forces' family homes to ensure they are fit for heroes.,2,FALSE,1170005761,Liberal Democrats will put the forces' welfare first. We will:  Give a pay rise to the lower ranks so that their pay is brought into line with the starting salary of their emergency services counterparts.,"While it is necessary to find resources to support the troops properly, at the same time fairness requires that we make savings where possible within the defence budget as a whole. We will reduce the number of civilian staff in the Ministry of Defence and reduce numbers of top brass officers."
1170005771,"While it is necessary to find resources to support the troops properly, at the same time fairness requires that we make savings where possible within the defence budget as a whole.",1,FALSE,1170005771,We will:  Give a pay rise to the lower ranks so that their pay is brought into line with the starting salary of their emergency services counterparts. Double the rate of modernisation of forces' family homes to ensure they are fit for heroes.,"We will reduce the number of civilian staff in the Ministry of Defence and reduce numbers of top brass officers. Putting Britain at the heart of Europe. Liberal Democrats believe that European co-operation is the best way for Britain to be strong, safe and influential in the future."
1170005781,We will reduce the number of civilian staff in the Ministry of Defence and reduce numbers of top brass officers.,1,FALSE,1170005781,"Double the rate of modernisation of forces' family homes to ensure they are fit for heroes. While it is necessary to find resources to support the troops properly, at the same time fairness requires that we make savings where possible within the defence budget as a whole.","Putting Britain at the heart of Europe. Liberal Democrats believe that European co-operation is the best way for Britain to be strong, safe and influential in the future. We will ensure that Britain maximises its influence through a strong and positive commitment."
1170005791,"Putting Britain at the heart of Europe. Liberal Democrats believe that European co-operation is the best way for Britain to be strong, safe and influential in the future.",1,FALSE,1170005791,"While it is necessary to find resources to support the troops properly, at the same time fairness requires that we make savings where possible within the defence budget as a whole. We will reduce the number of civilian staff in the Ministry of Defence and reduce numbers of top brass officers.","We will ensure that Britain maximises its influence through a strong and positive commitment. But just because Europe is essential, that doesn't mean the European Union is perfect."
1170005801,We will ensure that Britain maximises its influence through a strong and positive commitment.,1,FALSE,1170005801,"We will reduce the number of civilian staff in the Ministry of Defence and reduce numbers of top brass officers. Putting Britain at the heart of Europe. Liberal Democrats believe that European co-operation is the best way for Britain to be strong, safe and influential in the future.","But just because Europe is essential, that doesn't mean the European Union is perfect. We will continue to campaign for improved accountability, efficiency and effectiveness."
1170005811,"But just because Europe is essential, that doesn't mean the European Union is perfect.",1,FALSE,1170005811,"Putting Britain at the heart of Europe. Liberal Democrats believe that European co-operation is the best way for Britain to be strong, safe and influential in the future. We will ensure that Britain maximises its influence through a strong and positive commitment.","We will continue to campaign for improved accountability, efficiency and effectiveness. Working together, the member states of the EU have a better chance of managing the impacts of globalisation, such as cross-border crime and environmental pollution."
1170005821,"We will continue to campaign for improved accountability, efficiency and effectiveness.",1,FALSE,1170005821,"We will ensure that Britain maximises its influence through a strong and positive commitment. But just because Europe is essential, that doesn't mean the European Union is perfect.","Working together, the member states of the EU have a better chance of managing the impacts of globalisation, such as cross-border crime and environmental pollution. Liberal Democrats will:  Work with Britain's European neighbours to create thousands of new jobs by breaking down trade barriers and boosting support for green jobs."
1170005831,"Working together, the member states of the EU have a better chance of managing the impacts of globalisation, such as cross-border crime and environmental pollution.",1,FALSE,1170005831,"But just because Europe is essential, that doesn't mean the European Union is perfect. We will continue to campaign for improved accountability, efficiency and effectiveness.",Liberal Democrats will:  Work with Britain's European neighbours to create thousands of new jobs by breaking down trade barriers and boosting support for green jobs. Work through the European Union for stricter international regulation of financial services and banking.
1170005861,"Keep Britain part of international crime-fighting measures such as the European Arrest Warrant, European Police Office (Europol), Eurojust, and the European Criminal Records Information System, while ensuring high standards of justice.",1,FALSE,1170005861,Liberal Democrats will:  Work with Britain's European neighbours to create thousands of new jobs by breaking down trade barriers and boosting support for green jobs. Work through the European Union for stricter international regulation of financial services and banking.,"Keep the pressure on for reform of agricultural subsidies so that farmers, consumers and taxpayers get a fair deal, and the environment is protected. Fight to stop MEPs having to travel to the Strasbourg Parliament every month, wasting ˆ200 million a year."
1170005871,"Keep the pressure on for reform of agricultural subsidies so that farmers, consumers and taxpayers get a fair deal, and the environment is protected.",2,FALSE,1170005871,"Work through the European Union for stricter international regulation of financial services and banking. Keep Britain part of international crime-fighting measures such as the European Arrest Warrant, European Police Office (Europol), Eurojust, and the European Criminal Records Information System, while ensuring high standards of justice.","Fight to stop MEPs having to travel to the Strasbourg Parliament every month, wasting ˆ200 million a year. Campaign for continuing reform of the EU budget so that money is spent only on the things the EU really needs to do."
1170005881,"Fight to stop MEPs having to travel to the Strasbourg Parliament every month, wasting ˆ200 million a year.",2,FALSE,1170005881,"Keep Britain part of international crime-fighting measures such as the European Arrest Warrant, European Police Office (Europol), Eurojust, and the European Criminal Records Information System, while ensuring high standards of justice. Keep the pressure on for reform of agricultural subsidies so that farmers, consumers and taxpayers get a fair deal, and the environment is protected.",Campaign for continuing reform of the EU budget so that money is spent only on the things the EU really needs to do. The European Union has evolved significantly since the last public vote on membership over thirty years ago.
1170005891,Campaign for continuing reform of the EU budget so that money is spent only on the things the EU really needs to do.,1,FALSE,1170005891,"Keep the pressure on for reform of agricultural subsidies so that farmers, consumers and taxpayers get a fair deal, and the environment is protected. Fight to stop MEPs having to travel to the Strasbourg Parliament every month, wasting ˆ200 million a year.",The European Union has evolved significantly since the last public vote on membership over thirty years ago. Liberal Democrats therefore remain committed to an in/out referendum the next time a British government signs up for fundamental change in the relationship between the UK and the EU.
1170005901,The European Union has evolved significantly since the last public vote on membership over thirty years ago.,1,FALSE,1170005901,"Fight to stop MEPs having to travel to the Strasbourg Parliament every month, wasting ˆ200 million a year. Campaign for continuing reform of the EU budget so that money is spent only on the things the EU really needs to do.",Liberal Democrats therefore remain committed to an in/out referendum the next time a British government signs up for fundamental change in the relationship between the UK and the EU. We believe that it is in Britain's long-term interest to be part of the euro.
1170005911,Liberal Democrats therefore remain committed to an in/out referendum the next time a British government signs up for fundamental change in the relationship between the UK and the EU.,1,FALSE,1170005911,Campaign for continuing reform of the EU budget so that money is spent only on the things the EU really needs to do. The European Union has evolved significantly since the last public vote on membership over thirty years ago.,"We believe that it is in Britain's long-term interest to be part of the euro. But Britain should only join when the economic conditions are right, and in the present economic situation, they are not."
1170005921,We believe that it is in Britain's long-term interest to be part of the euro.,1,FALSE,1170005921,The European Union has evolved significantly since the last public vote on membership over thirty years ago. Liberal Democrats therefore remain committed to an in/out referendum the next time a British government signs up for fundamental change in the relationship between the UK and the EU.,"But Britain should only join when the economic conditions are right, and in the present economic situation, they are not. Britain should join the euro only if that decision were supported by the people of Britain in a referendum."
1170005931,"But Britain should only join when the economic conditions are right, and in the present economic situation, they are not.",1,FALSE,1170005931,Liberal Democrats therefore remain committed to an in/out referendum the next time a British government signs up for fundamental change in the relationship between the UK and the EU. We believe that it is in Britain's long-term interest to be part of the euro.,Britain should join the euro only if that decision were supported by the people of Britain in a referendum. Standing up for liberal values around the world. Liberal Democrats will put British values of fairness and the rule of law back at the heart of our foreign policy.
1170005951,Standing up for liberal values around the world. Liberal Democrats will put British values of fairness and the rule of law back at the heart of our foreign policy.,1,FALSE,1170005951,"But Britain should only join when the economic conditions are right, and in the present economic situation, they are not. Britain should join the euro only if that decision were supported by the people of Britain in a referendum.","British people used to be proud of what our country stood for. But Britain's reputation has been damaged by unscrupulous arms deals with dictators, allegations of involvement in torture, and of course the disastrous and illegal invasion of Iraq."
1170005961,British people used to be proud of what our country stood for.,1,FALSE,1170005961,Britain should join the euro only if that decision were supported by the people of Britain in a referendum. Standing up for liberal values around the world. Liberal Democrats will put British values of fairness and the rule of law back at the heart of our foreign policy.,"But Britain's reputation has been damaged by unscrupulous arms deals with dictators, allegations of involvement in torture, and of course the disastrous and illegal invasion of Iraq. We will also give greater support to conflict prevention - which saves money and saves lives."
1170005971,"But Britain's reputation has been damaged by unscrupulous arms deals with dictators, allegations of involvement in torture, and of course the disastrous and illegal invasion of Iraq.",1,FALSE,1170005971,Standing up for liberal values around the world. Liberal Democrats will put British values of fairness and the rule of law back at the heart of our foreign policy. British people used to be proud of what our country stood for.,We will also give greater support to conflict prevention - which saves money and saves lives. We will:  Make the EU use its collective weight effectively in other areas of foreign policy.
1170005981,We will also give greater support to conflict prevention - which saves money and saves lives.,1,FALSE,1170005981,"British people used to be proud of what our country stood for. But Britain's reputation has been damaged by unscrupulous arms deals with dictators, allegations of involvement in torture, and of course the disastrous and illegal invasion of Iraq.","We will:  Make the EU use its collective weight effectively in other areas of foreign policy. Britain can have a far stronger voice on relations with Russia, China, Iran and the Middle East peace process when it joins with the rest of Europe."
1170005991,We will:  Make the EU use its collective weight effectively in other areas of foreign policy.,1,FALSE,1170005991,"But Britain's reputation has been damaged by unscrupulous arms deals with dictators, allegations of involvement in torture, and of course the disastrous and illegal invasion of Iraq. We will also give greater support to conflict prevention - which saves money and saves lives.","Britain can have a far stronger voice on relations with Russia, China, Iran and the Middle East peace process when it joins with the rest of Europe. Be critical supporters of the Afghanistan mission."
1170006001,"Britain can have a far stronger voice on relations with Russia, China, Iran and the Middle East peace process when it joins with the rest of Europe.",1,FALSE,1170006001,We will also give greater support to conflict prevention - which saves money and saves lives. We will:  Make the EU use its collective weight effectively in other areas of foreign policy.,"Be critical supporters of the Afghanistan mission. The military surge must be accompanied by a strategy to ensure a more legitimate government, tackle corruption and win over moderate elements in the insurgency."
1170006011,Be critical supporters of the Afghanistan mission.,1,FALSE,1170006011,"We will:  Make the EU use its collective weight effectively in other areas of foreign policy. Britain can have a far stronger voice on relations with Russia, China, Iran and the Middle East peace process when it joins with the rest of Europe.","The military surge must be accompanied by a strategy to ensure a more legitimate government, tackle corruption and win over moderate elements in the insurgency. We will continue to demand a strategy that involves other players in the region."
1170006021,"The military surge must be accompanied by a strategy to ensure a more legitimate government, tackle corruption and win over moderate elements in the insurgency.",1,FALSE,1170006021,"Britain can have a far stronger voice on relations with Russia, China, Iran and the Middle East peace process when it joins with the rest of Europe. Be critical supporters of the Afghanistan mission.",We will continue to demand a strategy that involves other players in the region. We believe that a successful strategy will stabilise Afghanistan enough to allow British troops to come home during the next Parliament.
1170006031,We will continue to demand a strategy that involves other players in the region.,1,FALSE,1170006031,"Be critical supporters of the Afghanistan mission. The military surge must be accompanied by a strategy to ensure a more legitimate government, tackle corruption and win over moderate elements in the insurgency.",We believe that a successful strategy will stabilise Afghanistan enough to allow British troops to come home during the next Parliament. Support the establishment of an International Arms Trade Treaty to limit the sale of arms to dangerous regimes and work for a full international ban on cluster munitions.
1170006041,We believe that a successful strategy will stabilise Afghanistan enough to allow British troops to come home during the next Parliament.,1,FALSE,1170006041,"The military surge must be accompanied by a strategy to ensure a more legitimate government, tackle corruption and win over moderate elements in the insurgency. We will continue to demand a strategy that involves other players in the region.",Support the establishment of an International Arms Trade Treaty to limit the sale of arms to dangerous regimes and work for a full international ban on cluster munitions. We will ensure that British arms are not sold to states that would use them for internal repression.
1170006051,Support the establishment of an International Arms Trade Treaty to limit the sale of arms to dangerous regimes and work for a full international ban on cluster munitions.,1,FALSE,1170006051,We will continue to demand a strategy that involves other players in the region. We believe that a successful strategy will stabilise Afghanistan enough to allow British troops to come home during the next Parliament.,We will ensure that British arms are not sold to states that would use them for internal repression. We will require arms brokers to register under a code of conduct and revoke the licences of those who break the code.
1170006061,We will ensure that British arms are not sold to states that would use them for internal repression.,1,FALSE,1170006061,We believe that a successful strategy will stabilise Afghanistan enough to allow British troops to come home during the next Parliament. Support the establishment of an International Arms Trade Treaty to limit the sale of arms to dangerous regimes and work for a full international ban on cluster munitions.,We will require arms brokers to register under a code of conduct and revoke the licences of those who break the code. Support action by the international community to stop Iran obtaining nuclear weapons.
1170006081,Support action by the international community to stop Iran obtaining nuclear weapons.,1,FALSE,1170006081,We will ensure that British arms are not sold to states that would use them for internal repression. We will require arms brokers to register under a code of conduct and revoke the licences of those who break the code.,"We would follow a diplomatic route of active engagement, and are ready to back targeted sanctions, but we oppose military action against Iran and believe those calling for such action undermine the growing reform movement in Iran. Hold a full judicial inquiry into allegations of British complicity in torture and state kidnapping as part of a process to restore Britain's reputation for decency and fairness."
1170006091,"We would follow a diplomatic route of active engagement, and are ready to back targeted sanctions, but we oppose military action against Iran and believe those calling for such action undermine the growing reform movement in Iran.",1,FALSE,1170006091,We will require arms brokers to register under a code of conduct and revoke the licences of those who break the code. Support action by the international community to stop Iran obtaining nuclear weapons.,Hold a full judicial inquiry into allegations of British complicity in torture and state kidnapping as part of a process to restore Britain's reputation for decency and fairness. Remain committed to the search for a peaceful resolution of the Israeli-Palestinian conflict.
1170006101,Hold a full judicial inquiry into allegations of British complicity in torture and state kidnapping as part of a process to restore Britain's reputation for decency and fairness.,3,FALSE,1170006101,"Support action by the international community to stop Iran obtaining nuclear weapons. We would follow a diplomatic route of active engagement, and are ready to back targeted sanctions, but we oppose military action against Iran and believe those calling for such action undermine the growing reform movement in Iran.","Remain committed to the search for a peaceful resolution of the Israeli-Palestinian conflict. A sustainable solution can be reached in the context of two separate Israeli and Palestinian states, mutually recognised and internationally accepted within borders which are secure and based on the situation before the 1967 conflict."
1170006111,Remain committed to the search for a peaceful resolution of the Israeli-Palestinian conflict.,1,FALSE,1170006111,"We would follow a diplomatic route of active engagement, and are ready to back targeted sanctions, but we oppose military action against Iran and believe those calling for such action undermine the growing reform movement in Iran. Hold a full judicial inquiry into allegations of British complicity in torture and state kidnapping as part of a process to restore Britain's reputation for decency and fairness.","A sustainable solution can be reached in the context of two separate Israeli and Palestinian states, mutually recognised and internationally accepted within borders which are secure and based on the situation before the 1967 conflict. We condemn disproportionate force used by all sides."
1170006121,"A sustainable solution can be reached in the context of two separate Israeli and Palestinian states, mutually recognised and internationally accepted within borders which are secure and based on the situation before the 1967 conflict.",1,FALSE,1170006121,Hold a full judicial inquiry into allegations of British complicity in torture and state kidnapping as part of a process to restore Britain's reputation for decency and fairness. Remain committed to the search for a peaceful resolution of the Israeli-Palestinian conflict.,We condemn disproportionate force used by all sides. We believe Britain and the EU must put pressure on Israel and Egypt to end the blockade of Gaza.
1170006131,We condemn disproportionate force used by all sides.,1,FALSE,1170006131,"Remain committed to the search for a peaceful resolution of the Israeli-Palestinian conflict. A sustainable solution can be reached in the context of two separate Israeli and Palestinian states, mutually recognised and internationally accepted within borders which are secure and based on the situation before the 1967 conflict.","We believe Britain and the EU must put pressure on Israel and Egypt to end the blockade of Gaza. Your community. Liberal Democrats believe in strong communities, where local people can come together to meet local needs, enjoy a pleasant local environment, and feel free from the threat of crime."
1170006141,We believe Britain and the EU must put pressure on Israel and Egypt to end the blockade of Gaza.,1,FALSE,1170006141,"A sustainable solution can be reached in the context of two separate Israeli and Palestinian states, mutually recognised and internationally accepted within borders which are secure and based on the situation before the 1967 conflict. We condemn disproportionate force used by all sides.","Your community. Liberal Democrats believe in strong communities, where local people can come together to meet local needs, enjoy a pleasant local environment, and feel free from the threat of crime. Rebuilding security, opportunity, homes and hope. Liberal Democrats believe in strong communities, where local people can come together to meet local needs, enjoy a pleasant local environment, and feel free from the threat of crime."
1170006171,"We want every community to be safe and fair, and offer opportunities to people of every background.",1,FALSE,1170006171,"Your community. Liberal Democrats believe in strong communities, where local people can come together to meet local needs, enjoy a pleasant local environment, and feel free from the threat of crime. Rebuilding security, opportunity, homes and hope. Liberal Democrats believe in strong communities, where local people can come together to meet local needs, enjoy a pleasant local environment, and feel free from the threat of crime.","Under Labour and Conservative rule, communities have been let down. Governments have talked tough on crime but failed to take effective action."
1170006181,"Under Labour and Conservative rule, communities have been let down.",1,FALSE,1170006181,"Rebuilding security, opportunity, homes and hope. Liberal Democrats believe in strong communities, where local people can come together to meet local needs, enjoy a pleasant local environment, and feel free from the threat of crime. We want every community to be safe and fair, and offer opportunities to people of every background.",Governments have talked tough on crime but failed to take effective action. Lack of affordable housing has driven many young people out of the communities where they were born.
1170006191,Governments have talked tough on crime but failed to take effective action.,3,FALSE,1170006191,"We want every community to be safe and fair, and offer opportunities to people of every background. Under Labour and Conservative rule, communities have been let down.",Lack of affordable housing has driven many young people out of the communities where they were born. Public transport is expensive when it is there at all.
1170006201,Lack of affordable housing has driven many young people out of the communities where they were born.,3,FALSE,1170006201,"Under Labour and Conservative rule, communities have been let down. Governments have talked tough on crime but failed to take effective action.",Public transport is expensive when it is there at all. Key local services like the Post Office have declined dramatically.
1170006211,Public transport is expensive when it is there at all.,1,FALSE,1170006211,Governments have talked tough on crime but failed to take effective action. Lack of affordable housing has driven many young people out of the communities where they were born.,Key local services like the Post Office have declined dramatically. Liberal Democrats will put thousands more police on the beat and make them work more effectively to cut crime.
1170006231,Liberal Democrats will put thousands more police on the beat and make them work more effectively to cut crime.,3,FALSE,1170006231,Public transport is expensive when it is there at all. Key local services like the Post Office have declined dramatically.,"We value Britain's open, welcoming character, and will protect it by changing the immigration system to make it firm and fair so that people can once again put their faith in it. We will invest in public transport and cut rail fares, as well as providing more affordable homes and protecting people from unfair repossessions."
1170006241,"We value Britain's open, welcoming character, and will protect it by changing the immigration system to make it firm and fair so that people can once again put their faith in it.",3,FALSE,1170006241,Key local services like the Post Office have declined dramatically. Liberal Democrats will put thousands more police on the beat and make them work more effectively to cut crime.,"We will invest in public transport and cut rail fares, as well as providing more affordable homes and protecting people from unfair repossessions. We will keep post offices open, and will protect and restore the natural environment."
